Date,Total
2021-01-31 01:00:00,866
2021-01-31 02:00:00,744
2021-01-31 03:00:00,617
2021-01-31 04:00:00,899
2021-01-31 05:00:00,836
2021-01-31 06:00:00,926
2021-01-31 07:00:00,803
2021-01-31 08:00:00,671
2021-01-31 09:00:00,587
2021-01-31 10:00:00,334
2021-01-31 11:00:00,301
2021-01-31 12:00:00,285
2021-01-31 13:00:00,206
2021-01-31 14:00:00,188
2021-01-31 15:00:00,130
2021-01-31 16:00:00,213
2021-01-31 17:00:00,209
2021-01-31 18:00:00,236
2021-01-31 19:00:00,222
2021-01-31 20:00:00,287
2021-01-31 21:00:00,573
2021-01-31 22:00:00,578
2021-01-31 23:00:00,519
2021-02-01 00:00:00,479
2021-02-01 01:00:00,395
2021-02-01 02:00:00,480
2021-02-01 03:00:00,449
2021-02-01 04:00:00,671
2021-02-01 05:00:00,718
2021-02-01 06:00:00,337
